Id,metric_alias_widget_2572_0
StatusCode,Complete
Messages,
Full label,us-east-1:AWS/ApplicationELB AvailabilityZone:us-east-1a LoadBalancer:app/fargate-benchmark-alb-ov1/4d391097e6e17748 RequestCount Average 3600
Label,RequestCount
2025/07/08 20:30:00,0
2025/07/08 21:30:00,0.021352313167259787
2025/07/08 22:30:00,0.5381882770870338
2025/07/08 23:30:00,0.02142857142857143
2025/07/09 00:30:00,0
2025/07/09 01:30:00,0
2025/07/09 02:30:00,0.0036900369003690036
2025/07/09 03:30:00,0.0037735849056603774
2025/07/09 04:30:00,0.018115942028985508
2025/07/09 05:30:00,0.0038461538461538464
2025/07/09 06:30:00,0
2025/07/09 07:30:00,0.003745318352059925
2025/07/09 08:30:00,0.9679116254602841
2025/07/09 09:30:00,0
2025/07/09 10:30:00,0.010869565217391304
2025/07/09 11:30:00,0.0072992700729927005
2025/07/09 12:30:00,0
2025/07/09 13:30:00,0.0036101083032490976
2025/07/09 14:30:00,0
2025/07/09 15:30:00,0.011194029850746268
2025/07/09 16:30:00,0.014035087719298246
2025/07/09 17:30:00,0
2025/07/09 18:30:00,0.003703703703703704
2025/07/09 19:30:00,0
2025/07/09 20:30:00,0.007168458781362007
2025/07/09 21:30:00,0
2025/07/09 22:30:00,0.01098901098901099
2025/07/09 23:30:00,0.017543859649122806
2025/07/10 00:30:00,0
2025/07/10 01:30:00,0
2025/07/10 02:30:00,0
2025/07/10 03:30:00,0
2025/07/10 04:30:00,0.0038314176245210726
2025/07/10 05:30:00,0
2025/07/10 06:30:00,0
2025/07/10 07:30:00,0
2025/07/10 08:30:00,0
2025/07/10 09:30:00,0.003663003663003663
2025/07/10 10:30:00,0
2025/07/10 11:30:00,0
2025/07/10 12:30:00,0
2025/07/10 13:30:00,0
2025/07/10 14:30:00,0
2025/07/10 15:30:00,0
2025/07/10 16:30:00,0
2025/07/10 17:30:00,0.021739130434782608
2025/07/10 18:30:00,0.007194244604316547
2025/07/10 19:30:00,0
2025/07/10 20:30:00,0
2025/07/10 21:30:00,0
2025/07/10 22:30:00,0.0149812734082397
2025/07/10 23:30:00,0.003663003663003663
2025/07/11 00:30:00,0
2025/07/11 01:30:00,0.0072992700729927005
2025/07/11 02:30:00,0
2025/07/11 03:30:00,0
2025/07/11 04:30:00,0
2025/07/11 05:30:00,0.0037174721189591076
2025/07/11 06:30:00,0.007547169811320755
2025/07/11 07:30:00,0
2025/07/11 08:30:00,0
2025/07/11 09:30:00,0.007326007326007326
2025/07/11 10:30:00,0
2025/07/11 11:30:00,0
2025/07/11 12:30:00,0
2025/07/11 13:30:00,0.017921146953405017
2025/07/11 14:30:00,0
2025/07/11 15:30:00,0.007326007326007326
2025/07/11 16:30:00,0.0035587188612099642
2025/07/11 17:30:00,0
2025/07/11 18:30:00,0.019157088122605363
2025/07/11 19:30:00,0.014925373134328358
2025/07/11 20:30:00,0.007518796992481203
2025/07/11 21:30:00,0.014492753623188406
2025/07/11 22:30:00,0.003703703703703704
2025/07/11 23:30:00,0.003816793893129771
2025/07/12 00:30:00,0
2025/07/12 01:30:00,0
2025/07/12 02:30:00,0
2025/07/12 03:30:00,0
2025/07/12 04:30:00,0
2025/07/12 05:30:00,0.039711191335740074
2025/07/12 06:30:00,0
2025/07/12 07:30:00,0.0038910505836575876
2025/07/12 08:30:00,0.0036496350364963502
2025/07/12 09:30:00,0
2025/07/12 10:30:00,0
2025/07/12 11:30:00,0
2025/07/12 12:30:00,0
2025/07/12 13:30:00,0
2025/07/12 14:30:00,0.007407407407407408
2025/07/12 15:30:00,0
2025/07/12 16:30:00,0.0036231884057971015
2025/07/12 17:30:00,0
2025/07/12 18:30:00,0
2025/07/12 19:30:00,0.013937282229965157
2025/07/12 20:30:00,0
2025/07/12 21:30:00,0
2025/07/12 22:30:00,0
2025/07/12 23:30:00,0
2025/07/13 00:30:00,0
2025/07/13 01:30:00,0.010948905109489052
2025/07/13 02:30:00,0
2025/07/13 03:30:00,0
2025/07/13 04:30:00,0
2025/07/13 05:30:00,0.014492753623188406
2025/07/13 06:30:00,0
2025/07/13 07:30:00,0.003676470588235294
2025/07/13 08:30:00,0
2025/07/13 09:30:00,0.025
2025/07/13 10:30:00,0
2025/07/13 11:30:00,0
2025/07/13 12:30:00,0.010526315789473684
2025/07/13 13:30:00,0.007220216606498195
2025/07/13 14:30:00,0.007326007326007326
2025/07/13 15:30:00,0.0036900369003690036
2025/07/13 16:30:00,0
2025/07/13 17:30:00,0
2025/07/13 18:30:00,0
2025/07/13 19:30:00,0.0037174721189591076
2025/07/13 20:30:00,0.5482142857142858
2025/07/13 21:30:00,0.025362318840579712
2025/07/13 22:30:00,0.5498220640569395
2025/07/13 23:30:00,0.0037313432835820895
2025/07/14 00:30:00,0.0036496350364963502
2025/07/14 01:30:00,0
2025/07/14 02:30:00,0.003663003663003663
2025/07/14 03:30:00,0
2025/07/14 04:30:00,0.0036900369003690036
2025/07/14 05:30:00,0.0036900369003690036
2025/07/14 06:30:00,0
2025/07/14 07:30:00,0
2025/07/14 08:30:00,0
2025/07/14 09:30:00,0.014705882352941176
2025/07/14 10:30:00,0.007575757575757576
2025/07/14 11:30:00,0
2025/07/14 12:30:00,0.010869565217391304
2025/07/14 13:30:00,0
2025/07/14 14:30:00,0.0037174721189591076
2025/07/14 15:30:00,0.007352941176470588
