Id,metric_alias_widget_2569_0,metric_alias_widget_2569_1,metric_alias_widget_2569_2
StatusCode,Complete,Complete,Complete
Messages,,,
Full label,us-east-1:AWS/ECS ClusterName:fargate-benchmark-cluster-ov1 ServiceName:fargate-benchmark-service-ov1 CPUUtilization Minimum 3600,us-east-1:AWS/ECS ClusterName:fargate-benchmark-cluster-ov1 ServiceName:fargate-benchmark-service-ov1 CPUUtilization Maximum 3600,us-east-1:AWS/ECS ClusterName:fargate-benchmark-cluster-ov1 ServiceName:fargate-benchmark-service-ov1 CPUUtilization Average 3600
Label,CPUUtilization Minimum,CPUUtilization Maximum,CPUUtilization Average
2025/07/08 20:30:00,0,4.118358122184873,0.5732837973628193
2025/07/08 21:30:00,0.039883073419332504,0.2037141174077988,0.08932307615048356
2025/07/08 22:30:00,0.04172012209892273,3.033416271209717,0.14393295244210297
2025/07/08 23:30:00,0.03971416503190994,0.2531569302082062,0.09097192194312811
2025/07/09 00:30:00,0.042581114917993546,0.18329395353794098,0.08667488125049405
2025/07/09 01:30:00,0.04026592895388603,0.20373304188251495,0.08828857683887084
2025/07/09 02:30:00,0.04176793992519379,0.18654365837574005,0.08794947817093797
2025/07/09 03:30:00,0.04187767952680588,0.19416508078575134,0.08805688282267915
2025/07/09 04:30:00,0.0410282202064991,0.1859719455242157,0.08853696998622682
2025/07/09 05:30:00,0.041375719010829926,0.18444664776325226,0.08934635577930344
2025/07/09 06:30:00,0.041599906980991364,0.226171150803566,0.09272433970537451
2025/07/09 07:30:00,0.04150743782520294,0.21198290586471558,0.09330835232718122
2025/07/09 08:30:00,0.04324270412325859,21.742176055908203,1.5579827341561516
2025/07/09 09:30:00,0.04208749160170555,0.19174978137016296,0.08865179636826118
2025/07/09 10:30:00,0.04254193603992462,0.20240814983844757,0.08943788721743558
2025/07/09 11:30:00,0.04229717701673508,0.24178238213062286,0.08866418614569635
2025/07/09 12:30:00,0.04154910147190094,0.1874716430902481,0.08831748457418548
2025/07/09 13:30:00,0.041518498212099075,0.1886836588382721,0.08727246452536846
2025/07/09 14:30:00,0.0397551953792572,0.1867167353630066,0.08754851017147303
2025/07/09 15:30:00,0.041288334876298904,0.1822824627161026,0.08764169323775504
2025/07/09 16:30:00,0.04142077639698982,0.19113317131996155,0.08846048603041305
2025/07/09 17:30:00,0.04160468652844429,0.22471532225608826,0.09043594035837386
2025/07/09 18:30:00,0.04218185320496559,0.24887457489967346,0.09370397203084495
2025/07/09 19:30:00,0.04250767454504967,0.19091378152370453,0.0891430635212196
2025/07/09 20:30:00,0.04179208353161812,0.24127943813800815,0.0894692363217473
2025/07/09 21:30:00,0.04265165701508522,0.19603441655635834,0.08932686315642463
2025/07/09 22:30:00,0.04220088943839073,0.19981814920902252,0.0902223709349831
2025/07/09 23:30:00,0.04128947854042053,0.30613386631011963,0.09128489231483806
2025/07/10 00:30:00,0.041357770562171936,0.1969473212957382,0.08848649439298444
2025/07/10 01:30:00,0.04163741320371628,0.19101130962371826,0.08864048696640464
2025/07/10 02:30:00,0.042275652289390564,0.2064836621284485,0.08930872517327466
2025/07/10 03:30:00,0.04075142741203308,0.18728704750537872,0.08821987230330705
2025/07/10 04:30:00,0.04197588935494423,0.2510642111301422,0.09123468378351793
2025/07/10 05:30:00,0.042257159948349,0.2339258044958115,0.0951235257089138
2025/07/10 06:30:00,0.042480841279029846,0.1996619403362274,0.09055698290467264
2025/07/10 07:30:00,0.04172971844673157,0.18959414958953857,0.08883240605807965
2025/07/10 08:30:00,0.04193868115544319,0.19312505424022675,0.08931955955922603
2025/07/10 09:30:00,0.040944281965494156,0.19649896025657654,0.08918346768865983
2025/07/10 10:30:00,0.042305100709199905,0.39512550830841064,0.09081480755574174
2025/07/10 11:30:00,0.04092610627412796,0.19562594592571259,0.0881505026999447
2025/07/10 12:30:00,0.04091987386345863,0.17949259281158447,0.08755469330483012
2025/07/10 13:30:00,0.04091203957796097,0.185499906539917,0.08688094549708895
2025/07/10 14:30:00,0.040074270218610764,0.19011634588241577,0.08737646502753099
2025/07/10 15:30:00,0.041041769087314606,0.19775865972042084,0.08803454583717715
2025/07/10 16:30:00,0.0398796871304512,0.22190409898757935,0.09246852828396693
2025/07/10 17:30:00,0.03975478187203407,0.22921523451805115,0.09005197696387768
2025/07/10 18:30:00,0.041184891015291214,0.28558146953582764,0.08891309783276585
2025/07/10 19:30:00,0.041823647916316986,0.19741575419902802,0.08793782068209514
2025/07/10 20:30:00,0.042083658277988434,0.1953398734331131,0.08884524402932988
2025/07/10 21:30:00,0.041401349008083344,0.19570297002792358,0.08880393575463029
2025/07/10 22:30:00,0.041100505739450455,0.22311969101428986,0.08914725780487061
2025/07/10 23:30:00,0.04156698286533356,0.18543922901153564,0.08919472808225289
2025/07/11 00:30:00,0.042006272822618484,0.19203299283981323,0.08880295670694774
2025/07/11 01:30:00,0.04139358550310135,0.18836474418640137,0.08798494177560014
2025/07/11 02:30:00,0.03952435031533241,0.2091186344623566,0.08865344760318597
2025/07/11 03:30:00,0.04052560403943062,0.22000971436500547,0.0926819597888324
2025/07/11 04:30:00,0.041571956127882004,0.2041759490966797,0.0902471330223812
2025/07/11 05:30:00,0.0415538027882576,0.1878131479024887,0.08805598064015309
2025/07/11 06:30:00,0.04217119142413139,0.18768410384655,0.08840048048231336
2025/07/11 07:30:00,0.04216654226183891,0.1999252885580063,0.08885997560703092
2025/07/11 08:30:00,0.04195135459303856,0.19331246614456177,0.08864481798890565
2025/07/11 09:30:00,0.04209164157509804,0.19011293351650238,0.08937320903771455
2025/07/11 10:30:00,0.04275016114115715,0.2248878926038742,0.08855133273949226
2025/07/11 11:30:00,0.041480593383312225,0.1869560182094574,0.08891408758030998
2025/07/11 12:30:00,0.042125288397073746,0.27685847878456116,0.09008698541050156
2025/07/11 13:30:00,0.04250037670135498,0.2342078983783722,0.0899276120795144
2025/07/11 14:30:00,0.04135545715689659,0.3044796586036682,0.0931037075817585
2025/07/11 15:30:00,0.041349124163389206,0.20606476068496704,0.09180646447671785
2025/07/11 16:30:00,0.04129994288086891,0.19153143465518951,0.08793665839152204
2025/07/11 17:30:00,0.04180894047021866,0.186516672372818,0.08896968811750412
2025/07/11 18:30:00,0.0409986786544323,0.24869875609874725,0.0899350096989009
2025/07/11 19:30:00,0.04122944548726082,0.18799518048763275,0.08754580242352353
2025/07/11 20:30:00,0.041181646287441254,0.1833181083202362,0.08838061965588066
2025/07/11 21:30:00,0.04102006182074547,0.24307204782962802,0.08892135853982634
2025/07/11 22:30:00,0.04097975417971611,0.18819695711135864,0.08719602539721463
2025/07/11 23:30:00,0.040459953248500824,0.18057750165462494,0.0874008251561059
2025/07/12 00:30:00,0.04038076102733612,0.18982920050621033,0.08746929777165253
2025/07/12 01:30:00,0.040834371000528336,0.21124877035617828,0.09145359347263972
2025/07/12 02:30:00,0.0407736599445343,0.22821511328220367,0.09127475875947212
2025/07/12 03:30:00,0.040869589895009995,0.18978339433670044,0.0884476577449176
2025/07/12 04:30:00,0.04173086956143379,0.18264588713645935,0.08698228754931027
2025/07/12 05:30:00,0.0416061095893383,0.24498960375785828,0.08946834428028928
2025/07/12 06:30:00,0.04122480750083923,0.18097041547298431,0.08657274455245999
2025/07/12 07:30:00,0.04079527035355568,0.24375329911708832,0.08813099198871188
2025/07/12 08:30:00,0.04069502279162407,0.18449106812477112,0.08697722160981762
2025/07/12 09:30:00,0.04159121960401535,0.19096870720386505,0.08703704716430768
2025/07/12 10:30:00,0.040893517434597015,0.18701179325580597,0.08619054870473014
2025/07/12 11:30:00,0.040408000349998474,0.18397288024425507,0.08671802559660541
2025/07/12 12:30:00,0.04157267510890961,0.24498669803142548,0.0914763706839747
2025/07/12 13:30:00,0.041199859231710434,0.20804353058338165,0.09056950286030771
2025/07/12 14:30:00,0.04045012220740318,0.18439579010009766,0.08720902510815197
2025/07/12 15:30:00,0.04096665978431702,0.1872992366552353,0.08707643498977026
2025/07/12 16:30:00,0.04089965298771858,0.2283409833908081,0.08746426552534103
2025/07/12 17:30:00,0.04190799966454506,0.17947018146514893,0.08752915509459044
2025/07/12 18:30:00,0.040210574865341187,0.18136043846607208,0.08717120064215528
2025/07/12 19:30:00,0.04126044362783432,0.18006420135498047,0.0874567521115144
2025/07/12 20:30:00,0.041751451790332794,0.18414553999900818,0.0869270441432794
2025/07/12 21:30:00,0.038252752274274826,0.17947590351104736,0.0868423536626829
2025/07/12 22:30:00,0.040375445038080215,0.18545067310333252,0.08642192124906514
2025/07/12 23:30:00,0.040651578456163406,0.3323535621166229,0.09040989747477904
